id,questionId,topicId
2139,691,2
2140,691,1
2141,691,8
2142,691,9
2143,691,64
2144,691,31
2145,691,39
2146,691,23
2147,692,1
2148,692,62
2149,692,70
2150,692,32
2151,692,64
2152,692,31
2153,692,12
2154,692,15
2155,693,8
2156,694,11
2157,694,72
2158,694,31
2159,694,19
2160,694,30
2161,695,1
2162,695,11
2163,695,19
2164,695,38
2165,695,72
2166,696,71
2167,696,64
2168,697,1
2169,697,31
2170,698,2
2171,698,1
2172,698,8
2173,698,9
2174,698,39
2175,698,23
2176,699,56
2177,699,1
2178,699,45
2179,783,69
2180,783,7
2181,783,6
2182,784,69
2183,784,7
2184,784,6
2185,786,5
2186,786,1
2187,786,33
2188,789,17
2189,789,20
2190,789,32
2191,789,6
2192,789,69
2193,789,7
2194,792,5
2195,792,1
2196,816,36
2197,816,1
2198,816,20
2199,816,31
2200,816,30
2201,817,36
2202,817,1
2203,817,20
2204,817,31
2205,817,30
2206,838,36
2207,838,20
2208,850,36
2209,742,64
2210,894,1
2211,894,62
2212,894,37
2213,894,5
2214,894,51
2215,894,31
2216,711,11
2217,711,72
2218,711,31
2219,711,19
2220,711,30
2221,712,64
2222,712,23
2223,713,60
2224,713,46
2225,713,5
2226,713,1
2227,714,29
2228,714,1
2229,714,23
2230,715,56
2231,715,45
2232,715,20
2233,716,45
2234,716,36
2235,716,20
2236,716,63
2237,716,22
2238,717,1
2239,718,60
2240,718,1
2241,718,55
2242,718,5
2243,718,30
2244,718,23
2245,719,71
2246,719,5
2247,719,1
2248,719,62
2249,720,1
2250,720,62
2251,720,70
2252,720,64
2253,720,31
2254,721,1
2255,721,62
2256,721,11
2257,721,64
2258,721,31
2259,721,19
2260,721,72
2261,722,64
2262,722,1
2263,723,71
2264,723,59
2265,723,38
2266,723,1
2267,724,46
2268,724,1
2269,725,36
2270,726,63
2271,726,62
2272,726,64
2273,726,31
2274,727,60
2275,727,64
2276,727,23
2277,728,37
2278,729,45
2279,729,1
2280,729,20
2281,729,5
2282,729,56
2283,730,64
2284,730,23
2285,731,45
2286,731,1
2287,731,20
2288,731,5
2289,731,56
2290,731,46
2291,732,45
2292,732,20
2293,732,5
2294,732,56
2295,732,46
2296,733,11
2297,733,19
2298,733,38
2299,733,1
2300,734,64
2301,734,1
2302,734,31
2303,735,63
2304,735,59
2305,735,1
2306,736,63
2307,736,52
2308,736,64
2309,736,31
2310,737,1
2311,737,11
2312,737,64
2313,737,31
2314,737,19
2315,737,72
2316,738,29
2317,738,37
2318,739,63
2319,739,43
2320,739,1
2321,740,23
2322,740,1
2323,740,31
2324,741,38
2325,741,1
2326,741,23
2327,743,11
2328,743,19
2329,743,69
2330,743,7
2331,744,58
2332,744,11
2333,744,32
2334,744,19
2335,744,28
2336,745,5
2337,745,1
2338,746,1
2339,746,70
2340,746,20
2341,746,64
2342,746,31
2343,747,1
2344,747,23
2345,748,1
2346,748,62
2347,749,64
2348,749,1
2349,749,31
2350,750,1
2351,750,59
2352,750,11
2353,750,19
2354,750,38
2355,751,38
2356,751,37
2357,751,1
2358,751,23
2359,752,8
2360,752,64
2361,753,11
2362,753,64
2363,753,1
2364,753,31
2365,754,19
2366,754,28
2367,754,25
2368,755,5
2369,755,37
2370,756,59
2371,756,1
2372,757,2
2373,757,8
2374,757,64
2375,757,31
2376,759,29
2377,759,1
2378,759,62
2379,760,1
2380,760,65
2381,760,70
2382,760,64
2383,760,31
2384,761,35
2385,761,32
2386,761,1
2387,761,62
2388,762,1
2389,762,31
2390,763,52
2391,763,64
2392,767,8
2393,767,37
2394,768,71
2395,768,29
2396,768,64
2397,768,31
2398,769,1
2399,769,23
2400,770,29
2401,770,11
2402,770,72
2403,770,19
2404,770,28
2405,777,38
2406,777,1
2407,778,62
2408,778,29
2409,778,32
2410,778,64
2411,778,31
2412,778,15
2413,779,1
2414,779,62
2415,779,29
2416,779,63
2417,779,43
2418,780,1
2419,780,62
2420,780,29
2421,780,63
2422,780,43
2423,781,52
2424,781,37
2425,781,63
2426,781,64
2427,781,31
2428,782,64
2429,782,31
2430,785,63
2431,785,52
2432,785,64
2433,785,37
2434,787,2
2435,787,1
2436,787,11
2437,787,39
2438,787,38
2439,787,23
2440,788,5
2441,788,1
2442,790,37
2443,790,1
2444,791,52
2445,791,69
2446,791,7
2447,791,6
2448,793,71
2449,793,64
2450,794,1
2451,794,11
2452,794,32
2453,794,5
2454,794,19
2455,794,38
2456,794,72
2457,795,52
2458,795,8
2459,795,37
2460,796,37
2461,797,37
2462,797,29
2463,797,1
2464,797,31
2465,798,38
2466,798,37
2467,798,8
2468,798,1
2469,799,11
2470,799,6
2471,799,19
2472,799,69
2473,799,7
2474,800,2
2475,800,8
2476,800,64
2477,801,11
2478,801,19
2479,801,28
2480,801,72
2481,802,1
2482,802,62
2483,802,71
2484,802,32
2485,802,5
2486,803,58
2487,803,11
2488,803,32
2489,803,19
2490,803,28
2491,803,23
2492,804,37
2493,804,23
2494,805,37
2495,805,1
2496,806,23
2497,807,62
2498,807,64
2499,807,31
2500,808,1
2501,808,70
2502,808,62
2503,808,5
2504,808,64
2505,808,31
2506,808,23
2507,809,5
2508,809,37
2509,810,38
2510,810,1
2511,811,71
2512,811,1
2513,812,64
2514,812,65
2515,813,11
2516,813,19
2517,813,2
2518,813,28
2519,814,46
2520,814,1
2521,815,23
2522,818,64
2523,818,24
2524,818,37
2525,819,1
2526,819,23
2527,820,11
2528,820,19
2529,820,68
2530,820,28
2531,821,38
2532,821,72
2533,821,1
2534,822,64
2535,822,1
2536,822,31
2537,823,1
2538,823,8
2539,823,37
2540,823,9
2541,823,23
2542,824,64
2543,824,1
2544,825,38
2545,825,29
2546,825,1
2547,826,47
2548,826,37
2549,826,23
2550,827,71
2551,827,64
2552,827,1
2553,828,10
2554,828,1
2555,828,8
2556,828,37
2557,828,26
2558,829,64
2559,829,15
2560,829,1
2561,829,31
2562,830,27
2563,830,37
2564,830,1
2565,831,46
2566,831,1
2567,831,23
2568,832,19
2569,832,69
2570,832,7
2571,833,11
2572,833,1
2573,833,31
2574,834,2
2575,834,24
2576,834,64
2577,835,36
2578,835,1
2579,835,31
2580,836,23
2581,837,64
2582,837,15
2583,837,1
2584,837,31
2585,839,64
2586,839,70
2587,839,1
2588,839,31
2589,841,71
2590,841,64
2591,841,1
2592,842,1
2593,842,31
2594,843,62
2595,843,23
2596,843,1
2597,843,31
2598,851,64
2599,852,71
2600,852,5
2601,852,1
2602,852,62
2603,853,1
2604,853,62
2605,853,71
2606,853,29
2607,853,5
2608,854,1
2609,854,11
2610,854,19
2611,854,38
2612,854,72
2613,855,23
2614,855,64
2615,855,31
2616,856,24
2617,856,37
2618,857,64
2619,858,64
2620,861,1
2621,861,71
2622,861,59
2623,861,8
2624,861,38
2625,862,62
2626,862,64
2627,862,1
2628,862,31
2629,863,19
2630,863,69
2631,863,28
2632,863,23
2633,864,38
2634,864,1
2635,866,27
2636,866,37
2637,867,47
2638,867,60
2639,867,37
2640,867,23
2641,868,71
2642,868,64
2643,868,23
2644,869,1
2645,869,11
2646,869,64
2647,869,31
2648,869,19
2649,869,72
2650,870,38
2651,870,37
2652,870,1
2653,870,31
2654,871,11
2655,871,19
2656,871,28
2657,872,2
2658,872,64
2659,873,1
2660,873,37
2661,873,26
2662,873,64
2663,873,33
2664,874,63
2665,874,71
2666,874,59
2667,874,64
2668,875,71
2669,875,24
2670,875,1
2671,875,23
2672,876,62
2673,876,29
2674,876,1
2675,876,31
2676,877,8
2677,877,11
2678,877,9
2679,877,28
2680,877,23
2681,878,46
2682,878,64
2683,878,1
2684,879,1
2685,880,56
2686,880,35
2687,880,1
2688,880,45
2689,881,19
2690,881,68
2691,881,28
2692,881,1
2693,882,5
2694,882,1
2695,883,63
2696,883,43
2697,883,1
2698,883,62
2699,884,11
2700,884,64
2701,884,31
2702,885,45
2703,885,32
2704,885,20
2705,886,63
2706,886,64
2707,887,32
2708,887,29
2709,887,1
2710,887,62
2711,888,27
2712,888,44
2713,888,37
2714,889,64
2715,889,31
2716,890,29
2717,890,1
2718,891,38
2719,891,8
2720,891,29
2721,891,1
2722,892,46
2723,892,60
2724,892,1
2725,892,42
2726,892,32
2727,892,5
2728,892,48
2729,893,11
2730,893,31
2731,893,19
2732,893,69
2733,893,7
2734,895,11
2735,895,38
2736,895,8
2737,895,1
2738,896,11
2739,896,31
2740,896,19
2741,896,69
2742,896,7
2743,897,44
2744,897,37
2745,898,38
2746,898,59
2747,898,1
2748,899,8
2749,900,62
2750,900,37
2751,900,24
2752,900,31
2753,900,15
2754,901,71
2755,901,29
2756,901,1
2757,901,62
2758,902,32
2759,902,29
2760,902,1
2761,902,23
2762,904,19
2763,904,69
2764,904,7
2765,905,23
2766,905,1
2767,905,31
2768,906,59
2769,906,1
2770,906,31
2771,907,5
2772,907,1
2773,908,71
2774,908,36
2775,909,37
2776,909,26
2777,909,1
2778,909,23
2779,910,5
2780,910,37
2781,911,1
2782,911,23
2783,916,63
2784,916,64
2785,917,71
2786,917,29
2787,917,1
2788,917,62
2789,918,58
2790,918,32
2791,918,28
2792,919,27
2793,919,38
2794,919,37
2795,919,1
2796,920,15
2797,920,64
2798,920,31
2799,921,38
2800,921,59
2801,921,1
2802,922,11
2803,922,19
2804,922,28
2805,922,72
2806,923,5
2807,923,37
2808,923,23
2809,924,62
2810,924,5
2811,924,1
2812,924,31
2813,925,1
2814,925,21
2815,925,31
2816,925,69
2817,925,7
2818,926,64
2819,926,1
2820,926,31
2821,927,37
2822,927,1
2823,927,62
2824,928,27
2825,928,38
2826,928,37
2827,928,1
2828,929,62
2829,929,64
2830,929,1
2831,929,31
2832,930,52
2833,930,23
2834,930,39
2835,930,69
2836,930,7
2837,931,63
2838,931,20
2839,931,45
2840,931,31
2841,932,1
2842,933,63
2843,933,6
2844,933,19
2845,933,69
2846,933,7
2847,934,8
2848,934,1
2849,934,23
2850,935,64
2851,935,37
2852,935,62
2853,936,34
2854,936,15
2855,936,1
2856,936,20
2857,937,63
2858,937,17
2859,937,43
2860,937,20
2861,938,1
2862,938,37
2863,938,5
2864,938,64
2865,938,23
2866,939,46
2867,939,64
2868,939,23
2869,940,60
2870,940,1
2871,940,31
2872,941,71
2873,941,1
2874,941,62
2875,942,64
2876,942,24
2877,942,37
2878,943,63
2879,943,43
2880,943,1
2881,943,23
2882,944,37
2883,944,1
2884,945,11
2885,945,38
2886,945,1
2887,946,37
2888,946,29
2889,946,1
2890,946,62
2891,947,20
2892,947,5
2893,947,1
2894,947,31
2895,948,50
2896,948,1
2897,948,62
2898,948,21
2899,948,32
2900,948,16
2901,948,40
2902,948,12
2903,949,37
2904,949,26
2905,949,39
2906,949,68
2907,949,28
2908,949,23
2909,950,44
2910,950,1
2911,950,37
2912,950,31
2913,950,15
2914,951,1
2915,952,64
2916,952,1
2917,952,31
2918,953,71
2919,953,64
2920,954,1
2921,954,42
2922,954,21
2923,954,48
2924,954,23
2925,955,11
2926,955,69
2927,955,7
2928,955,20
2929,956,13
2930,956,37
2931,956,23
2932,957,63
2933,957,29
2934,957,64
2935,958,71
2936,958,1
2937,958,62
2938,959,1
2939,959,62
2940,959,71
2941,959,31
2942,959,15
2943,960,1
2944,960,11
2945,960,28
2946,960,31
2947,960,19
2948,960,72
2949,961,71
2950,961,64
2951,962,64
2952,962,23
2953,963,37
2954,963,1
2955,964,1
2956,964,11
2957,964,28
2958,964,31
2959,964,19
2960,964,72
2961,965,64
2962,965,1
2963,965,31
2964,966,46
2965,966,60
2966,966,1
2967,966,31
2968,967,38
2969,967,1
2970,967,23
2971,968,37
2972,968,21
2973,968,1
2974,969,17
2975,969,48
2976,969,20
2977,971,11
2978,971,19
2979,971,38
2980,971,1
2981,972,23
2982,973,63
2983,973,48
2984,973,29
2985,973,64
2986,974,64
2987,974,1
2988,974,62
2989,975,19
2990,975,69
2991,975,7
2992,975,6
2993,976,27
2994,976,1
2995,976,62
2996,976,37
2997,976,31
2998,977,64
2999,977,23
3000,978,1
3001,979,71
3002,979,64
3003,979,29
3004,979,1
3005,980,1
3006,980,8
3007,980,9
3008,980,64
3009,980,23
3010,981,64
3011,981,1
3012,982,15
3013,982,29
3014,982,1
3015,982,62
3016,983,63
3017,983,59
3018,983,1
3019,984,19
3020,984,28
3021,984,72
3022,984,31
3023,985,71
3024,985,29
3025,985,1
3026,985,62
3027,986,2
3028,986,64
3029,986,24
3030,986,1
3031,987,59
3032,987,48
3033,987,1
3034,987,62
3035,988,19
3036,988,69
3037,988,7
3038,989,44
3039,989,1
3040,989,37
3041,989,31
3042,989,72
3043,990,64
3044,990,1
3045,990,31
3046,991,62
3047,991,29
3048,991,1
3049,991,31
3050,992,64
3051,992,29
3052,992,1
3053,993,1
3054,993,23
3055,994,37
3056,994,8
3057,994,1
3058,994,31
3059,998,11
3060,998,69
3061,998,7
3062,999,1
3063,999,11
3064,999,31
3065,999,19
3066,999,38
3067,999,72
3068,1000,64
3069,1000,1
3070,1000,23
3071,1001,1
3072,1001,31
3073,1002,63
3074,1002,71
3075,1002,43
3076,1002,1
3077,1003,27
3078,1003,37
3079,1003,1
3080,1003,31
3081,1004,39
3082,1004,37
3083,1004,23
3084,1005,11
3085,1005,19
3086,1005,69
3087,1005,7
3088,1006,64
3089,1006,1
3090,1006,31
3091,1007,11
3092,1007,2
3093,1008,19
3094,1008,69
3095,1008,7
3096,1008,23
3097,1009,71
3098,1009,29
3099,1009,1
3100,1009,62
3101,1010,24
3102,1010,37
3103,1010,31
3104,1011,19
3105,1011,69
3106,1011,7
3107,1012,64
3108,1012,37
3109,1014,27
3110,1014,1
3111,1014,62
3112,1014,21
3113,1014,37
3114,1014,32
3115,1014,49
3116,1016,46
3117,1016,1
3118,1016,31
3119,1017,45
3120,1017,1
3121,1017,62
3122,1017,63
3123,1017,43
3124,1017,23
3125,1018,37
3126,1018,29
3127,1018,1
3128,1018,62
3129,1019,71
3130,1019,1
3131,1019,62
3132,1020,60
3133,1020,1
3134,1020,23
3135,1021,19
3136,1021,69
3137,1021,7
3138,1022,38
3139,1022,2
3140,1022,8
3141,1022,1
3142,1023,20
3143,1023,5
3144,1023,64
3145,1023,31
3146,1024,8
3147,1024,1
3148,1024,31
3149,1025,1
3150,1025,23
3151,1026,29
3152,1026,64
3153,1027,59
3154,1027,1
3155,1028,35
3156,1028,71
3157,1028,1
3158,1029,62
3159,1029,11
3160,1029,31
3161,1029,19
3162,1029,69
3163,1029,7
3164,1030,2
3165,1030,64
3166,1030,19
3167,1030,69
3168,1030,7
3169,1031,37
3170,1031,1
3171,1032,28
3172,1032,64
3173,1032,72
3174,1032,1
3175,1033,29
3176,1033,37
3177,1034,15
3178,1034,60
3179,1034,1
3180,1034,31
3181,1035,11
3182,1035,19
3183,1035,69
3184,1035,7
3185,1036,11
3186,1036,38
3187,1036,1
3188,1037,60
3189,1037,1
3190,1037,8
3191,1037,48
3192,1037,46
3193,1038,2
3194,1038,1
3195,1038,8
3196,1038,37
3197,1038,9
3198,1038,31
3199,1038,23
3200,1039,28
3201,1039,1
3202,1039,31
3203,1040,69
3204,1040,7
3205,1041,38
3206,1041,59
3207,1041,1
3208,1042,46
3209,1042,1
3210,1042,23
3211,1043,1
3212,1043,31
3213,1044,64
3214,1044,1
3215,1044,31
3216,1045,63
3217,1045,64
3218,1046,60
3219,1046,46
3220,1046,5
3221,1046,1
3222,1047,29
3223,1047,1
3224,1047,62
3225,1048,63
3226,1048,59
3227,1048,37
3228,1049,29
3229,1049,1
3230,1050,1
3231,1050,63
3232,1050,6
3233,1050,69
3234,1050,7
3235,1050,43
3236,1054,8
3237,1055,15
3238,1055,1
3239,1055,31
3240,1056,5
3241,1056,1
3242,1057,37
3243,1057,23
3244,1062,29
3245,1062,1
3246,1063,1
3247,1063,23
3248,1064,37
3249,1064,31
3250,1065,8
3251,1065,60
3252,1065,64
3253,1065,31
3254,1070,37
3255,1071,8
3256,1071,1
3257,1072,63
3258,1072,43
3259,1072,36
3260,1072,1
3261,1073,1
3262,1073,11
3263,1073,19
3264,1073,38
3265,1073,72
3266,1078,63
3267,1078,64
3268,1079,19
3269,1079,69
3270,1079,7
3271,1080,1
3272,1080,65
3273,1080,70
3274,1080,71
3275,1080,64
3276,1081,29
3277,1081,1
3278,1081,23
3279,1086,26
3280,1086,10
3281,1086,37
3282,1086,23
3283,1092,19
3284,1092,69
3285,1092,7
3286,1087,23
3287,1087,5
3288,1087,1
3289,1087,31
3290,1093,19
3291,1093,69
3292,1093,64
3293,1093,7
3294,1095,29
3295,1095,1
3296,1095,62
3297,1094,27
3298,1094,1
3299,1094,62
3300,1094,37
3301,1094,38
3302,1096,60
3303,1096,1
3304,1096,23
3305,1097,1
3306,1097,70
3307,1097,17
3308,1097,20
3309,1097,64
3310,1103,10
3311,1103,37
3312,1104,11
3313,1104,19
3314,1104,38
3315,1104,1
3316,1105,1
3317,1105,23
3318,1106,11
3319,1106,19
3320,1106,1
3321,1106,31
3322,1115,27
3323,1115,37
3324,1115,1
3325,1114,19
3326,1114,69
3327,1114,7
3328,1114,6
3329,1111,1
3330,1111,23
3331,1113,37
3332,1113,60
3333,1113,1
3334,1113,62
3335,1119,59
3336,1119,64
3337,1119,37
3338,1120,11
3339,1120,19
3340,1120,28
3341,1121,1
3342,1121,23
3343,1122,60
3344,1122,55
3345,1122,5
3346,1122,67
3347,1122,64
3348,1122,30
3349,1135,18
3350,1127,32
3351,1127,1
3352,1128,63
3353,1128,64
3354,1129,1
3355,1129,62
3356,1129,71
3357,1129,64
3358,1129,31
3359,1129,23
3360,1130,1
3361,1130,23
3362,1136,18
3363,1137,16
3364,1137,1
3365,1137,62
3366,1138,60
3367,1138,1
3368,1139,29
3369,1139,1
3370,1140,1
3371,1140,62
3372,1140,29
3373,1140,32
3374,1140,31
3375,1140,15
3376,1051,71
3377,1051,29
3378,1051,5
3379,1051,64
3380,1069,37
3381,1052,32
3382,1052,1
3383,1052,62
3384,1053,1
3385,1053,62
3386,1053,29
3387,1053,37
3388,1053,64
3389,511,68
3390,511,28
3391,1059,5
3392,1059,1
3393,1058,72
3394,1058,64
3395,1060,55
3396,1060,5
3397,1060,67
3398,1060,64
3399,1060,30
3400,1060,23
3401,1061,63
3402,1061,43
3403,1061,1
3404,1066,5
3405,1066,1
3406,1075,62
3407,1075,64
3408,1075,1
3409,1075,70
3410,1067,2
3411,1067,1
3412,1067,8
3413,1067,9
3414,1067,23
3415,1068,37
3416,1068,23
3417,1153,18
3418,1154,18
3419,1155,18
3420,1146,64
3421,1146,37
3422,1147,38
3423,1147,1
3424,1147,31
3425,1148,37
3426,1148,1
3427,1145,38
3428,1145,46
3429,1145,1
3430,1145,31
3431,1161,18
3432,1162,18
3433,1163,18
3434,1156,64
3435,1160,2
3436,1160,15
3437,1160,64
3438,1160,31
3439,1157,19
3440,1157,69
3441,1157,7
3442,1159,63
3443,1159,43
3444,1159,29
3445,1159,64
3446,1172,18
3447,1173,18
3448,1174,18
3449,1082,37
3450,1082,1
3451,1074,62
3452,1074,32
3453,1074,1
3454,1074,31
3455,1076,2
3456,1076,62
3457,1076,63
3458,1076,11
3459,1076,64
3460,1077,2
3461,1077,37
3462,1168,71
3463,1168,1
3464,1169,1
3465,1169,62
3466,1169,29
3467,1169,31
3468,1169,15
3469,1171,11
3470,1171,38
3471,1171,1
3472,1170,64
3473,1170,23
3474,1183,37
3475,1183,47
3476,1183,1
3477,1184,1
3478,1184,62
3479,1184,59
3480,1184,32
3481,1184,46
3482,1185,5
3483,1185,1
3484,1185,33
3485,1188,2
3486,1188,62
3487,1188,63
3488,1188,11
3489,1188,64
3490,1188,31
3491,1193,18
3492,1198,18
3493,1083,71
3494,1083,5
3495,1083,1
3496,1083,62
3497,1084,60
3498,1084,64
3499,1084,31
3500,1085,72
3501,1085,1
3502,1085,62
3503,1099,1
3504,1099,11
3505,1099,32
3506,1099,5
3507,1099,19
3508,1099,38
3509,1099,72
3510,1195,59
3511,1195,37
3512,1194,69
3513,1194,37
3514,1194,7
3515,1196,1
3516,1196,23
3517,1197,63
3518,1197,52
3519,1197,64
3520,1204,18
3521,1205,64
3522,1206,46
3523,1206,1
3524,1207,1
3525,1207,31
3526,1207,19
3527,1207,69
3528,1207,7
3529,1208,63
3530,1208,64
3531,1214,18
3532,1215,18
3533,1203,14
3534,1187,14
3535,1216,14
3536,1186,14
3537,1088,37
3538,1089,64
3539,1091,19
3540,1091,69
3541,1091,7
3542,1118,1
3543,1118,15
3544,1217,62
3545,1217,16
3546,1217,1
3547,1217,31
3548,1218,11
3549,1218,31
3550,1218,19
3551,1218,69
3552,1218,7
3553,1219,1
3554,1219,63
3555,1219,31
3556,1219,46
3557,1219,43
3558,1220,9
3559,1220,8
3560,1220,1
3561,1220,23
3562,1225,18
3563,1226,18
3564,1227,15
3565,1227,1
3566,1227,31
3567,1229,11
3568,1229,28
3569,1228,1
3570,1228,29
3571,1228,63
3572,1228,43
3573,1228,23
3574,1230,37
3575,1230,1
3576,1237,18
3577,1098,62
3578,1098,1
3579,1098,31
3580,1090,37
3581,1100,32
3582,1100,28
3583,1100,41
3584,1100,72
3585,1101,68
3586,1101,28
3587,1236,39
3588,1236,37
3589,1236,23
3590,1238,64
3591,1238,31
3592,1239,38
3593,1239,1
3594,1239,23
3595,1240,1
3596,1240,37
3597,1240,26
3598,1240,46
3599,1240,23
3600,1245,18
3601,1246,18
3602,1250,64
3603,1250,23
3604,1247,29
3605,1247,1
3606,1248,19
3607,1248,69
3608,1248,7
3609,1249,20
3610,1249,5
3611,1249,1
3612,1249,31
3613,1251,71
3614,1251,55
3615,1251,29
3616,1251,64
3617,1251,30
3618,1251,23
3619,1258,18
3620,1259,18
3621,1102,5
3622,1102,1
3623,1107,60
3624,1107,1
3625,1108,62
3626,1108,64
3627,1108,1
3628,1108,31
3629,1124,28
3630,1124,64
3631,1124,31
3632,1260,64
3633,1260,37
3634,1263,23
3635,1261,60
3636,1261,64
3637,1261,31
3638,1262,1
3639,1262,20
3640,1262,4
3641,1262,5
3642,1262,56
3643,1268,18
3644,1269,18
3645,1112,64
3646,1112,15
3647,1112,1
3648,1112,31
3649,1116,11
3650,1116,19
3651,1116,69
3652,1116,7
3653,1117,11
3654,1117,38
3655,1117,1
3656,1117,23
3657,1133,71
3658,1133,64
3659,1278,18
3660,1123,64
3661,1123,31
3662,1125,20
3663,1125,70
3664,1125,64
3665,1125,31
3666,1126,32
3667,1126,29
3668,1126,1
3669,1144,32
3670,1144,28
3671,1144,41
3672,1144,72
3673,1272,62
3674,1272,64
3675,1272,1
3676,1272,31
3677,1273,1
3678,1273,62
3679,1273,5
3680,1273,64
3681,1273,31
3682,1267,36
3683,1267,31
3684,1270,63
3685,1270,20
3686,1270,32
3687,1270,31
3688,1291,18
3689,1292,18
3690,1279,37
3691,1280,60
3692,1280,1
3693,1281,1
3694,1281,8
3695,1281,64
3696,1281,31
3697,1281,46
3698,1282,1
3699,1282,70
3700,1282,8
3701,1282,64
3702,1282,31
3703,1301,18
3704,1131,64
3705,1131,37
3706,1132,62
3707,1132,64
3708,1132,1
3709,1132,31
3710,1134,5
3711,1134,1
3712,1134,23
3713,1152,32
3714,1152,29
3715,1152,37
3716,1152,62
3717,1287,1
3718,1289,37
3719,1288,1
3720,1288,23
3721,1290,62
3722,1290,5
3723,1290,1
3724,1290,23
3725,1209,14
3726,1297,15
3727,1297,64
3728,1297,31
3729,1298,63
3730,1298,64
3731,1299,1
3732,1299,23
3733,1300,19
3734,1300,28
3735,1300,3
3736,1317,18
3737,1318,18
3738,1316,14
3739,1141,29
3740,1141,1
3741,1141,62
3742,1142,11
3743,1143,1
3744,1143,5
3745,1143,31
3746,1143,38
3747,1143,15
3748,1167,37
3749,1167,32
3750,1167,29
3751,1167,1
3752,1306,1
3753,1306,62
3754,1307,44
3755,1307,5
3756,1307,37
3757,1307,13
3758,1308,1
3759,1308,62
3760,1308,11
3761,1308,64
3762,1308,31
3763,1308,19
3764,1308,72
3765,1309,11
3766,1309,19
3767,1309,68
3768,1309,28
3769,1327,18
3770,1328,18
3771,1337,36
3772,1337,20
3773,1319,1
3774,1319,31
3775,1321,60
3776,1321,46
3777,1321,5
3778,1321,64
3779,1320,63
3780,1320,64
3781,1322,11
3782,1322,38
3783,1322,1
3784,1338,18
3785,1339,18
3786,1149,15
3787,1149,5
3788,1149,1
3789,1149,31
3790,1150,71
3791,1150,63
3792,1150,5
3793,1150,6
3794,1150,19
3795,1150,69
3796,1150,7
3797,1151,11
3798,1151,2
3799,1151,37
3800,1178,64
3801,1178,23
3802,1329,37
3803,1329,29
3804,1329,1
3805,1330,23
3806,1330,1
3807,1330,31
3808,1331,38
3809,1331,2
3810,1331,1
3811,1332,23
3812,1341,29
3813,1341,64
3814,1341,15
3815,1342,38
3816,1342,59
3817,1342,1
3818,1343,1
3819,1343,23
3820,1344,1
3821,1344,31
3822,1357,18
3823,1340,14
3824,1362,47
3825,1362,10
3826,1362,37
3827,1362,23
3828,1164,37
3829,1164,1
3830,1165,71
3831,1165,1
3832,1165,62
3833,1166,37
3834,1166,47
3835,1166,1
3836,1166,23
3837,1192,5
3838,1192,1
3839,1349,27
3840,1349,37
3841,1349,1
3842,1350,19
3843,1350,64
3844,1350,1
3845,1350,70
3846,1351,60
3847,1351,64
3848,1352,62
3849,1352,5
3850,1352,1
3851,1352,23
3852,1271,11
3853,1271,19
3854,1271,64
3855,1271,33
3856,1358,71
3857,1358,5
3858,1358,37
3859,1358,33
3860,1359,2
3861,1359,8
3862,1359,37
3863,1360,2
3864,1360,64
3865,1360,8
3866,1360,1
3867,1361,2
3868,1377,18
3869,1368,11
3870,1368,19
3871,1368,14
3872,1175,59
3873,1175,1
3874,1176,20
3875,1176,62
3876,1176,31
3877,1177,11
3878,1177,19
3879,1177,69
3880,1177,68
3881,1177,28
3882,1202,1
3883,1202,23
3884,1369,64
3885,1369,29
3886,1369,37
3887,1370,60
3888,1370,1
3889,1370,37
3890,1370,31
3891,1370,46
3892,1371,63
3893,1371,64
3894,1372,44
3895,1372,37
3896,1372,1
3897,1390,18
3898,1378,59
3899,1378,37
3900,1378,1
3901,1379,38
3902,1379,29
3903,1379,1
3904,1380,1
3905,1380,11
3906,1380,19
3907,1380,38
3908,1380,72
3909,1381,2
3910,1381,1
3911,1381,8
3912,1381,9
3913,1381,15
3914,1381,64
3915,1381,31
3916,1381,23
3917,1189,64
3918,1189,8
3919,1189,37
3920,1190,1
3921,1190,11
3922,1190,64
3923,1190,31
3924,1190,19
3925,1190,69
3926,1191,2
3927,1191,61
3928,1191,1
3929,1191,64
3930,1191,31
3931,1191,72
3932,1213,37
3933,1213,23
3934,1386,38
3935,1386,59
3936,1386,1
3937,1387,20
3938,1387,11
3939,1387,31
3940,1387,19
3941,1387,69
3942,1387,7
3943,1388,62
3944,1388,29
3945,1388,1
3946,1388,23
3947,1389,11
3948,1389,38
3949,1389,32
3950,1389,1
3951,1399,18
3952,1404,63
3953,1404,71
3954,1404,52
3955,1404,36
3956,1395,27
3957,1395,37
3958,1395,1
3959,1396,1
3960,1396,11
3961,1396,19
3962,1396,38
3963,1396,72
3964,1396,15
3965,1397,1
3966,1397,62
3967,1397,70
3968,1397,32
3969,1397,5
3970,1397,64
3971,1398,23
3972,1405,18
3973,1199,64
3974,1199,37
3975,1200,1
3976,1201,11
3977,1201,19
3978,1201,69
3979,1201,1
3980,1233,21
3981,1233,1
3982,1233,33
3983,1400,38
3984,1400,59
3985,1400,1
3986,1400,31
3987,1401,37
3988,1402,38
3989,1402,1
3990,1402,23
3991,1403,64
3992,1403,23
3993,1410,14
3994,1415,18
3995,1406,37
3996,1407,29
3997,1407,1
3998,1407,31
3999,1408,5
4000,1408,1
4001,1409,1
4002,1409,8
4003,1409,11
