difficulty,id,paidOnly,questionFrontendId,title,titleSlug,acRate
MEDIUM,998,0,958,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,0.5886709046085257
MEDIUM,999,0,959,Regions Cut By Slashes,regions-cut-by-slashes,0.7757815139152353
HARD,1000,0,960,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,0.7265059514235161
EASY,1001,0,961,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,0.7980224877781914
MEDIUM,1002,0,962,Maximum Width Ramp,maximum-width-ramp,0.5583128258487896
MEDIUM,1003,0,963,Minimum Area Rectangle II,minimum-area-rectangle-ii,0.5586247196689725
HARD,1004,0,964,Least Operators to Express Number,least-operators-to-express-number,0.4860240488862606
EASY,1005,0,965,Univalued Binary Tree,univalued-binary-tree,0.7271007585675675
MEDIUM,1006,0,966,Vowel Spellchecker,vowel-spellchecker,0.6142795607245469
MEDIUM,1007,0,967,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,0.590669558041797
HARD,1008,0,968,Binary Tree Cameras,binary-tree-cameras,0.4759821522864083
MEDIUM,1009,0,969,Pancake Sorting,pancake-sorting,0.7159863836552577
MEDIUM,1010,0,970,Powerful Integers,powerful-integers,0.44456678241721015
MEDIUM,1011,0,971,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,0.5173072204977226
HARD,1012,0,972,Equal Rational Numbers,equal-rational-numbers,0.4585579997136995
MEDIUM,1014,0,973,K Closest Points to Origin,k-closest-points-to-origin,0.6862190319327759
MEDIUM,1016,0,974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,0.5592813066528588
HARD,1017,0,975,Odd Even Jump,odd-even-jump,0.41011531556137515
EASY,1018,0,976,Largest Perimeter Triangle,largest-perimeter-triangle,0.6177988418101459
EASY,1019,0,977,Squares of a Sorted Array,squares-of-a-sorted-array,0.7347243653142843
MEDIUM,1020,0,978,Longest Turbulent Subarray,longest-turbulent-subarray,0.4868895935006868
MEDIUM,1021,0,979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,0.7722497791196788
HARD,1022,0,980,Unique Paths III,unique-paths-iii,0.8269520472308569
MEDIUM,1023,0,981,Time Based Key-Value Store,time-based-key-value-store,0.49661061561231146
HARD,1024,0,982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,0.5987634069400631
MEDIUM,1025,0,983,Minimum Cost For Tickets,minimum-cost-for-tickets,0.6740478506354478
MEDIUM,1026,0,984,String Without AAA or BBB,string-without-aaa-or-bbb,0.449051145743408
MEDIUM,1027,0,985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,0.6872837602853916
MEDIUM,1028,0,986,Interval List Intersections,interval-list-intersections,0.7289312919824192
HARD,1029,0,987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,0.5298773525550904
MEDIUM,1030,0,988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,0.6107341268726724
EASY,1031,0,989,Add to Array-Form of Integer,add-to-array-form-of-integer,0.4534007710049242
MEDIUM,1032,0,990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,0.514862269613323
MEDIUM,1033,0,991,Broken Calculator,broken-calculator,0.5577975758252807
HARD,1034,0,992,Subarrays with K Different Integers,subarrays-with-k-different-integers,0.6733392245092638
EASY,1035,0,993,Cousins in Binary Tree,cousins-in-binary-tree,0.5894978009332918
MEDIUM,1036,0,994,Rotting Oranges,rotting-oranges,0.5790938509592359
HARD,1037,0,995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,0.6224152833492166
HARD,1038,0,996,Number of Squareful Arrays,number-of-squareful-arrays,0.5108902360864495
EASY,1039,0,997,Find the Town Judge,find-the-town-judge,0.5044100683373196
MEDIUM,1040,0,998,Maximum Binary Tree II,maximum-binary-tree-ii,0.701421575619265
EASY,1041,0,999,Available Captures for Rook,available-captures-for-rook,0.711961889269738
HARD,1042,0,1000,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,0.45415096390781273
HARD,1043,0,1001,Grid Illumination,grid-illumination,0.38909921190248214
EASY,1044,0,1002,Find Common Characters,find-common-characters,0.7462980718958303
MEDIUM,1045,0,1003,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions,0.6092838763427779
MEDIUM,1046,0,1004,Max Consecutive Ones III,max-consecutive-ones-iii,0.6707155642421447
EASY,1047,0,1005,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations,0.5333349465422883
MEDIUM,1048,0,1006,Clumsy Factorial,clumsy-factorial,0.6082716391517214
MEDIUM,1049,0,1007,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,0.5649285361547015
MEDIUM,1050,0,1008,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal,0.8398978576597065
EASY,1054,0,1009,Complement of Base 10 Integer,complement-of-base-10-integer,0.6063770353006226
MEDIUM,1055,0,1010,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60,0.5339673687530083
MEDIUM,1056,0,1011,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days,0.7330410264612991
HARD,1057,0,1012,Numbers With Repeated Digits,numbers-with-repeated-digits,0.4552481536754296
EASY,1062,0,1013,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,0.4248456068695716
MEDIUM,1063,0,1014,Best Sightseeing Pair,best-sightseeing-pair,0.6264636934564293
MEDIUM,1064,0,1015,Smallest Integer Divisible by K,smallest-integer-divisible-by-k,0.5441457211341998
MEDIUM,1065,0,1016,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n,0.5834656440069371
MEDIUM,1070,0,1017,Convert to Base -2,convert-to-base-2,0.6167267631628416
EASY,1071,0,1018,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,0.5349718486362028
MEDIUM,1072,0,1019,Next Greater Node In Linked List,next-greater-node-in-linked-list,0.6363202253897763
MEDIUM,1073,0,1020,Number of Enclaves,number-of-enclaves,0.7138522271977376
EASY,1078,0,1021,Remove Outermost Parentheses,remove-outermost-parentheses,0.8669062204800126
EASY,1079,0,1022,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers,0.7363790611449759
MEDIUM,1080,0,1023,Camelcase Matching,camelcase-matching,0.6486528336946423
MEDIUM,1081,0,1024,Video Stitching,video-stitching,0.5245446714250553
EASY,1086,0,1025,Divisor Game,divisor-game,0.7135932411939199
MEDIUM,1092,0,1026,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor,0.781065002962024
MEDIUM,1087,0,1027,Longest Arithmetic Subsequence,longest-arithmetic-subsequence,0.498110434851288
HARD,1093,0,1028,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,0.8320906544435956
MEDIUM,1095,0,1029,Two City Scheduling,two-city-scheduling,0.682579194311415
EASY,1094,0,1030,Matrix Cells in Distance Order,matrix-cells-in-distance-order,0.7373200143118237
MEDIUM,1096,0,1031,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays,0.6069501339934427
HARD,1097,0,1032,Stream of Characters,stream-of-characters,0.5177626231588129
MEDIUM,1103,0,1033,Moving Stones Until Consecutive,moving-stones-until-consecutive,0.5199540179889084
MEDIUM,1104,0,1034,Coloring A Border,coloring-a-border,0.5076984519017541
MEDIUM,1105,0,1035,Uncrossed Lines,uncrossed-lines,0.6493484411556668
HARD,1106,0,1036,Escape a Large Maze,escape-a-large-maze,0.3622722682021485
EASY,1115,0,1037,Valid Boomerang,valid-boomerang,0.3897063966469927
MEDIUM,1114,0,1038,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree,0.8834633479802754
MEDIUM,1111,0,1039,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon,0.6730953639014462
MEDIUM,1113,0,1040,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii,0.5865582918840228
MEDIUM,1119,0,1041,Robot Bounded In Circle,robot-bounded-in-circle,0.564210424928704
MEDIUM,1120,0,1042,Flower Planting With No Adjacent,flower-planting-with-no-adjacent,0.5330879051809284
MEDIUM,1121,0,1043,Partition Array for Maximum Sum,partition-array-for-maximum-sum,0.7729250798625761
HARD,1122,0,1044,Longest Duplicate Substring,longest-duplicate-substring,0.31064678635426174
MEDIUM,1135,0,1045,Customers Who Bought All Products,customers-who-bought-all-products,0.6361475224201825
EASY,1127,0,1046,Last Stone Weight,last-stone-weight,0.6625239027353699
EASY,1128,0,1047,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string,0.7258149226012204
MEDIUM,1129,0,1048,Longest String Chain,longest-string-chain,0.6272246633174731
MEDIUM,1130,0,1049,Last Stone Weight II,last-stone-weight-ii,0.590667344956759
EASY,1136,0,1050,Actors and Directors Who Cooperated At Least Three Times,actors-and-directors-who-cooperated-at-least-three-times,0.7086863177439944
EASY,1137,0,1051,Height Checker,height-checker,0.8145378738537837
MEDIUM,1138,0,1052,Grumpy Bookstore Owner,grumpy-bookstore-owner,0.6394574085141277
MEDIUM,1139,0,1053,Previous Permutation With One Swap,previous-permutation-with-one-swap,0.4932252136264056
MEDIUM,1140,0,1054,Distant Barcodes,distant-barcodes,0.4848859323920455
MEDIUM,1051,1,1055,Shortest Way to Form String,shortest-way-to-form-string,0.6151204689988591
EASY,1069,1,1056,Confusing Number,confusing-number,0.49278527275188383
MEDIUM,1052,1,1057,Campus Bikes,campus-bikes,0.5908428402457171
MEDIUM,1053,1,1058,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target,0.4574415744157442
MEDIUM,511,1,1059,All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,0.37030991021667176
MEDIUM,1059,1,1060,Missing Element in Sorted Array,missing-element-in-sorted-array,0.5963293064120977
MEDIUM,1058,0,1061,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string,0.811588671237794
MEDIUM,1060,1,1062,Longest Repeating Substring,longest-repeating-substring,0.6336206896551724
HARD,1061,1,1063,Number of Valid Subarrays,number-of-valid-subarrays,0.797939029626449
EASY,1066,1,1064,Fixed Point,fixed-point,0.6379123956393191
EASY,1075,1,1065,Index Pairs of a String,index-pairs-of-a-string,0.6860565341348598
MEDIUM,1067,1,1066,Campus Bikes II,campus-bikes-ii,0.558633824525579
HARD,1068,1,1067,Digit Count in Range,digit-count-in-range,0.46353387209418334
EASY,1153,0,1068,Product Sales Analysis I,product-sales-analysis-i,0.8548208351279434
EASY,1154,1,1069,Product Sales Analysis II,product-sales-analysis-ii,0.8257134419715966
MEDIUM,1155,0,1070,Product Sales Analysis III,product-sales-analysis-iii,0.45462901433461583
EASY,1146,0,1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,0.5321865241094585
MEDIUM,1147,0,1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,0.7856056766345667
MEDIUM,1148,0,1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,0.3749340276556068
HARD,1145,0,1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,0.7456005497385658
EASY,1161,0,1075,Project Employees I,project-employees-i,0.6645155199718272
EASY,1162,1,1076,Project Employees II,project-employees-ii,0.5036129653843507
MEDIUM,1163,1,1077,Project Employees III,project-employees-iii,0.7713710157798404
EASY,1156,0,1078,Occurrences After Bigram,occurrences-after-bigram,0.6381857600252696
MEDIUM,1160,0,1079,Letter Tile Possibilities,letter-tile-possibilities,0.8354491669319749
MEDIUM,1157,0,1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,0.5468868955016385
MEDIUM,1159,0,1081,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,0.6288878288128663
EASY,1172,1,1082,Sales Analysis I,sales-analysis-i,0.7474627330228215
EASY,1173,1,1083,Sales Analysis II,sales-analysis-ii,0.5004766083640986
EASY,1174,0,1084,Sales Analysis III,sales-analysis-iii,0.4712759972515682
EASY,1082,1,1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,0.7667011987568447
EASY,1074,1,1086,High Five,high-five,0.741959269234988
MEDIUM,1076,1,1087,Brace Expansion,brace-expansion,0.6672462735814471
HARD,1077,1,1088,Confusing Number II,confusing-number-ii,0.4711744715721482
EASY,1168,0,1089,Duplicate Zeros,duplicate-zeros,0.5324660821844599
MEDIUM,1169,0,1090,Largest Values From Labels,largest-values-from-labels,0.638991865232712
MEDIUM,1171,0,1091,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,0.5094226406374278
HARD,1170,0,1092,Shortest Common Supersequence ,shortest-common-supersequence,0.6169538976983271
MEDIUM,1183,0,1093,Statistics from a Large Sample,statistics-from-a-large-sample,0.42852798053527974
MEDIUM,1184,0,1094,Car Pooling,car-pooling,0.5614373305358591
HARD,1185,0,1095,Find in Mountain Array,find-in-mountain-array,0.40921345452740143
HARD,1188,0,1096,Brace Expansion II,brace-expansion-ii,0.6370006852797488
HARD,1193,1,1097,Game Play Analysis V,game-play-analysis-v,0.5040377686669152
MEDIUM,1198,1,1098,Unpopular Books,unpopular-books,0.43429068755439515
EASY,1083,1,1099,Two Sum Less Than K,two-sum-less-than-k,0.6213082743470832
MEDIUM,1084,1,1100,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,0.7641361039821177
MEDIUM,1085,1,1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,0.6583948717948718
MEDIUM,1099,1,1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value,0.5451274294096077
EASY,1195,0,1103,Distribute Candies to People,distribute-candies-to-people,0.6731216645867694
MEDIUM,1194,0,1104,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,0.7572467420260638
MEDIUM,1196,0,1105,Filling Bookcase Shelves,filling-bookcase-shelves,0.6863095942917539
HARD,1197,0,1106,Parsing A Boolean Expression,parsing-a-boolean-expression,0.6977864677625703
MEDIUM,1204,1,1107,New Users Daily Count,new-users-daily-count,0.4507786855909932
EASY,1205,0,1108,Defanging an IP Address,defanging-an-ip-address,0.899297393274583
MEDIUM,1206,0,1109,Corporate Flight Bookings,corporate-flight-bookings,0.6600020598029456
MEDIUM,1207,0,1110,Delete Nodes And Return Forest,delete-nodes-and-return-forest,0.7245296308229494
MEDIUM,1208,0,1111,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,0.7172375812314131
MEDIUM,1214,1,1112,Highest Grade For Each Student,highest-grade-for-each-student,0.7113625220858272
EASY,1215,1,1113,Reported Posts,reported-posts,0.648730027681997
EASY,1203,0,1114,Print in Order,print-in-order,0.7256096773777095
MEDIUM,1187,0,1115,Print FooBar Alternately,print-foobar-alternately,0.7166365000882924
MEDIUM,1216,0,1116,Print Zero Even Odd,print-zero-even-odd,0.6497024130689223
MEDIUM,1186,0,1117,Building H2O,building-h2o,0.5825959969074822
EASY,1088,1,1118,Number of Days in a Month,number-of-days-in-a-month,0.5925423728813559
EASY,1089,1,1119,Remove Vowels from a String,remove-vowels-from-a-string,0.9127806563039723
MEDIUM,1091,1,1120,Maximum Average Subtree,maximum-average-subtree,0.6688609850792411
HARD,1118,1,1121,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,0.6531734583483592
EASY,1217,0,1122,Relative Sort Array,relative-sort-array,0.7507524153485111
MEDIUM,1218,0,1123,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,0.7941137708575083
MEDIUM,1219,0,1124,Longest Well-Performing Interval,longest-well-performing-interval,0.3680414958587802
HARD,1220,0,1125,Smallest Sufficient Team,smallest-sufficient-team,0.5537885585223229
MEDIUM,1225,1,1126,Active Businesses,active-businesses,0.6596512555559777
HARD,1226,1,1127,User Purchase Platform,user-purchase-platform,0.4644827090028299
EASY,1227,0,1128,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,0.6060177590056407
MEDIUM,1229,0,1129,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,0.4761610066785281
MEDIUM,1228,0,1130,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,0.6777058205409356
MEDIUM,1230,0,1131,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,0.4857212554886974
MEDIUM,1237,1,1132,Reported Posts II,reported-posts-ii,0.3204242384861415
EASY,1098,1,1133,Largest Unique Number,largest-unique-number,0.7129623489781574
EASY,1090,1,1134,Armstrong Number,armstrong-number,0.7782626307261747
MEDIUM,1100,1,1135,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,0.6335575475282496
MEDIUM,1101,1,1136,Parallel Courses,parallel-courses,0.6198979890953861
EASY,1236,0,1137,N-th Tribonacci Number,n-th-tribonacci-number,0.633367639080881
MEDIUM,1238,0,1138,Alphabet Board Path,alphabet-board-path,0.5180098974902793
MEDIUM,1239,0,1139,Largest 1-Bordered Square,largest-1-bordered-square,0.5186765932866954
MEDIUM,1240,0,1140,Stone Game II,stone-game-ii,0.7291040164778579
EASY,1245,0,1141,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,0.5031838638770336
EASY,1246,1,1142,User Activity for the Past 30 Days II,user-activity-for-the-past-30-days-ii,0.3562481709101551
MEDIUM,1250,0,1143,Longest Common Subsequence,longest-common-subsequence,0.5878415558854391
MEDIUM,1247,0,1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,0.48914851562652895
MEDIUM,1248,0,1145,Binary Tree Coloring Game,binary-tree-coloring-game,0.5280719202792566
MEDIUM,1249,0,1146,Snapshot Array,snapshot-array,0.36674624503772013
HARD,1251,0,1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,0.5904870815808346
EASY,1258,0,1148,Article Views I,article-views-i,0.7679144146631455
MEDIUM,1259,1,1149,Article Views II,article-views-ii,0.4727076823618145
EASY,1102,1,1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,0.5991415890357509
MEDIUM,1107,1,1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,0.6117647877425775
MEDIUM,1108,1,1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,0.44205909588920284
HARD,1124,1,1153,String Transforms Into Another String,string-transforms-into-another-string,0.3466977506788953
EASY,1260,0,1154,Day of the Year,day-of-the-year,0.49363700193084076
MEDIUM,1263,0,1155,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,0.6210569881057348
MEDIUM,1261,0,1156,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,0.4403295827057677
HARD,1262,0,1157,Online Majority Element In Subarray,online-majority-element-in-subarray,0.3996193731308502
MEDIUM,1268,0,1158,Market Analysis I,market-analysis-i,0.5716444193614065
HARD,1269,1,1159,Market Analysis II,market-analysis-ii,0.5761413111083468
EASY,1112,0,1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,0.7140887731228335
MEDIUM,1116,0,1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,0.6996057164763798
MEDIUM,1117,0,1162,As Far from Land as Possible,as-far-from-land-as-possible,0.521089011553199
HARD,1133,0,1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,0.3482210383717161
MEDIUM,1278,0,1164,Product Price at a Given Date,product-price-at-a-given-date,0.5767454595906786
EASY,1123,1,1165,Single-Row Keyboard,single-row-keyboard,0.8777618715741491
MEDIUM,1125,1,1166,Design File System,design-file-system,0.6505887159677599
MEDIUM,1126,1,1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,0.7168054659550759
HARD,1144,1,1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,0.6540248804684963
MEDIUM,1272,0,1169,Invalid Transactions,invalid-transactions,0.3189185975655069
MEDIUM,1273,0,1170,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,0.6314357717402561
MEDIUM,1267,0,1171,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,0.5305691472703399
HARD,1270,0,1172,Dinner Plate Stacks,dinner-plate-stacks,0.3331349004689791
EASY,1291,1,1173,Immediate Food Delivery I,immediate-food-delivery-i,0.8072321452504981
MEDIUM,1292,0,1174,Immediate Food Delivery II,immediate-food-delivery-ii,0.5552007906949484
EASY,1279,0,1175,Prime Arrangements,prime-arrangements,0.6052303499463628
EASY,1280,1,1176,Diet Plan Performance,diet-plan-performance,0.5572276474662827
MEDIUM,1281,0,1177,Can Make Palindrome from Substring,can-make-palindrome-from-substring,0.41153457553044004
HARD,1282,0,1178,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,0.47634924807349094
EASY,1301,0,1179,Reformat Department Table,reformat-department-table,0.7636120758749666
EASY,1131,1,1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,0.8085100825410093
MEDIUM,1132,1,1181,Before and After Puzzle,before-and-after-puzzle,0.5170822893051744
MEDIUM,1134,1,1182,Shortest Distance to Target Color,shortest-distance-to-target-color,0.564856743245676
HARD,1152,1,1183,Maximum Number of Ones,maximum-number-of-ones,0.7043454090614287
EASY,1287,0,1184,Distance Between Bus Stops,distance-between-bus-stops,0.5513136111710933
EASY,1289,0,1185,Day of the Week,day-of-the-week,0.58958422486228
MEDIUM,1288,0,1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,0.46274056224899596
HARD,1290,0,1187,Make Array Strictly Increasing,make-array-strictly-increasing,0.5789986482453523
MEDIUM,1209,1,1188,Design Bounded Blocking Queue,design-bounded-blocking-queue,0.7346649227426899
EASY,1297,0,1189,Maximum Number of Balloons,maximum-number-of-balloons,0.5992463822338621
MEDIUM,1298,0,1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,0.7189013913084982
MEDIUM,1299,0,1191,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,0.2502860794051872
HARD,1300,0,1192,Critical Connections in a Network,critical-connections-in-a-network,0.5910636787321508
MEDIUM,1317,0,1193,Monthly Transactions I,monthly-transactions-i,0.5884547615244236
HARD,1318,1,1194,Tournament Winners,tournament-winners,0.5002237227465018
MEDIUM,1316,0,1195,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,0.7453387341145914
EASY,1141,1,1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,0.6702399251487001
MEDIUM,1142,1,1197,Minimum Knight Moves,minimum-knight-moves,0.41663052081330404
MEDIUM,1143,1,1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,0.7678020745724699
HARD,1167,1,1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,0.4641600417046787
EASY,1306,0,1200,Minimum Absolute Difference,minimum-absolute-difference,0.7119749254990088
MEDIUM,1307,0,1201,Ugly Number III,ugly-number-iii,0.3108119086833534
MEDIUM,1308,0,1202,Smallest String With Swaps,smallest-string-with-swaps,0.6023058252427185
HARD,1309,0,1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,0.6558907389932319
MEDIUM,1327,0,1204,Last Person to Fit in the Bus,last-person-to-fit-in-the-bus,0.688802935195827
MEDIUM,1328,1,1205,Monthly Transactions II,monthly-transactions-ii,0.4201886395722568
HARD,1337,0,1206,Design Skiplist,design-skiplist,0.5891024714554126
EASY,1319,0,1207,Unique Number of Occurrences,unique-number-of-occurrences,0.7858756953753421
MEDIUM,1321,0,1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,0.5940666295793016
MEDIUM,1320,0,1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,0.6070734452481961
HARD,1322,0,1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,0.5162692551171133
EASY,1338,0,1211,Queries Quality and Percentage,queries-quality-and-percentage,0.5176409199336237
MEDIUM,1339,1,1212,Team Scores in Football Tournament,team-scores-in-football-tournament,0.5582358807992022
EASY,1149,1,1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,0.8002095813065986
MEDIUM,1150,1,1214,Two Sum BSTs,two-sum-bsts,0.6814216078082608
MEDIUM,1151,1,1215,Stepping Numbers,stepping-numbers,0.4806632251290577
HARD,1178,1,1216,Valid Palindrome III,valid-palindrome-iii,0.4912701737768225
EASY,1329,0,1217,Minimum Cost to Move Chips to The Same Position,minimum-cost-to-move-chips-to-the-same-position,0.7269504015240716
MEDIUM,1330,0,1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,0.5433291911068758
MEDIUM,1331,0,1219,Path with Maximum Gold,path-with-maximum-gold,0.6826960945191992
HARD,1332,0,1220,Count Vowels Permutation,count-vowels-permutation,0.6138805248875506
EASY,1341,0,1221,Split a String in Balanced Strings,split-a-string-in-balanced-strings,0.8720211827007944
MEDIUM,1342,0,1222,Queens That Can Attack the King,queens-that-can-attack-the-king,0.7248722440175457
HARD,1343,0,1223,Dice Roll Simulation,dice-roll-simulation,0.5056836144213984
HARD,1344,0,1224,Maximum Equal Frequency,maximum-equal-frequency,0.37816478256441594
HARD,1357,1,1225,Report Contiguous Dates,report-contiguous-dates,0.5727209464161448
MEDIUM,1340,0,1226,The Dining Philosophers,the-dining-philosophers,0.5450143696113957
MEDIUM,1362,0,1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,0.671309022051188
EASY,1164,1,1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,0.5218357762438788
MEDIUM,1165,1,1229,Meeting Scheduler,meeting-scheduler,0.5519534940826665
MEDIUM,1166,1,1230,Toss Strange Coins,toss-strange-coins,0.5811144172325221
HARD,1192,1,1231,Divide Chocolate,divide-chocolate,0.6039066881660123
EASY,1349,0,1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line,0.3993134708158829
MEDIUM,1350,0,1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,0.7862006734731074
MEDIUM,1351,0,1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,0.40452132818423886
HARD,1352,0,1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,0.5458624767697247
MEDIUM,1271,1,1236,Web Crawler,web-crawler,0.688788771443424
MEDIUM,1358,0,1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,0.6977065175874162
MEDIUM,1359,0,1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,0.7244409189370596
MEDIUM,1360,0,1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,0.5456360035286808
HARD,1361,0,1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,0.5478223913219461
EASY,1377,1,1241,Number of Comments per Post,number-of-comments-per-post,0.6572064731602638
MEDIUM,1368,1,1242,Web Crawler Multithreaded,web-crawler-multithreaded,0.5075922024587323
EASY,1175,1,1243,Array Transformation,array-transformation,0.5349754353129909
MEDIUM,1176,1,1244,Design A Leaderboard,design-a-leaderboard,0.6809198862444009
MEDIUM,1177,1,1245,Tree Diameter,tree-diameter,0.6123534269199009
HARD,1202,1,1246,Palindrome Removal,palindrome-removal,0.46223140818157
MEDIUM,1369,0,1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,0.6517449795281732
MEDIUM,1370,0,1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,0.7459584410502
